SKU;Título;Preço;Quantidade;Condição;Marca;Modelo;Código universal de produto;Garantia;Tipo de garantia;Descrição
SKU-011-KLA-DK600053;Eletroventilador Corsa Classic Celta c/ Ar DK600053;359.9;1;Novo;Klaüs Drift;DK600053;93337584;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super / LT) — Motor 1.0 8V / 1.4 8V com Ar Condicionado Gasolina / Flex (2001 a 2015)
• Chevrolet Corsa Classic / Classic (Life / Spirit / Super / VHC / VHCE) — Motor 1.0 8V / 1.6 8V com Ar Condicionado Gasolina / Flex (2000 a 2016)
• Chevrolet Prisma (Joy / Maxx) — Motor 1.4 8V Econoflex / 1.0 Flex com Ar Condicionado Flex (2007 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não compatível com Novo Corsa (Frente Montana) 2002 a 2012 (utiliza ventoinha maior).
• Não compatível com modelos sem ar condicionado (que utilizam motor de menor potência).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Klaüs Drift
• Código da Peça: DK600053
• Código Original (OEM): 93337584, 93382148, 93277989
• Códigos Similares: Gate V2010053, Bosch 0130109153, Valeo 698653, MultiQualita MQ0153
• Voltagem: 12V
• Potencia Watts: 220W
• Diametro Helice Mm: 310 mm
• Numero Pas: 6 Pás Curvas Aerodinâmicas
• Conector: 2 Pinos com trava rápida
• Sentido Fluxo: Aspirante
• Dimensoes Aprox Cm: 33 x 33 x 9
• Peso Gramas: 1650
• Padrao Fabricacao: Padrão Original Linha GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Eletroventilador Radiador Chevrolet Corsa Classic Celta Prisma com Ar Condicionado Klaus Drift DK600053 (Klaüs Drift DK600053)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-012-KLA-DK609242;Eletroventilador GM Classic 1.0 VHCE c/ Ar DK609242;539.9;1;Novo;Klaüs Drift;DK609242;94722520;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (LT / Advantage) — Motor 1.0 8V VHCE com Ar Condicionado Flex (2010 a 2015)
• Chevrolet Classic (LS / Advantage) — Motor 1.0 8V VHCE Flexpower com Ar Condicionado Flex (2010 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• Verifique o conector: modelo específico para a linha GM 2010 em diante (código OEM 94722520).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Klaüs Drift
• Código da Peça: DK609242
• Código Original (OEM): 94722520, 94733311, 94759600
• Códigos Similares: Gate V2019242, Bosch 0130109242, MultiQualita MQ0242
• Voltagem: 12V
• Potencia Watts: 240W
• Diametro Helice Mm: 315 mm
• Numero Pas: 7 Pás
• Conector: 2 Pinos com vedação automotiva IP67
• Sentido Fluxo: Aspirante
• Dimensoes Aprox Cm: 34 x 34 x 10
• Peso Gramas: 1780
• Padrao Fabricacao: Padrão Original Linha GM VHCE
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Eletroventilador Ventoinha Radiador Chevrolet Classic 1.0 VHCE com Ar Condicionado Klaus Drift DK609242 (Klaüs Drift DK609242)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-013-KLA-DK60451;Eletroventilador Fox Polo Golf Corolla 290mm DK60451;419.9;1;Novo;Klaüs Drift;DK60451;6Q0959455Q;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Audi A3 (1.6 / 1.8 / 1.8 Turbo (8L)) — Motor 1.6 / 1.8 / 1.8T Gasolina (1999 a 2006)
• Toyota Corolla (XLi / XEi / SEG / Fielder) — Motor 1.6 16V / 1.8 16V VVT-i Gasolina / Flex (2003 a 2008)
• Volkswagen Fox / SpaceFox / CrossFox (City / Plus / Route / Prime) — Motor 1.0 8V / 1.6 8V Flex com Ar Condicionado Flex (2003 a 2014)
• Volkswagen Golf (G4 / G4.5) — Motor 1.6 / 2.0 / 1.8T Gasolina / Flex (1999 a 2013)
• Volkswagen Polo (Hatch / Sedan) — Motor 1.6 8V / 2.0 8V com Ar Condicionado Gasolina / Flex (2002 a 2014)


⚠️ ALERTAS DE COMPATIBILIDADE
• Este modelo possui hélice de 290mm (auxiliar). Não confunda com o modelo principal de 345mm.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Klaüs Drift
• Código da Peça: DK60451
• Código Original (OEM): 6Q0959455Q, 6Q0959455K, 6X0959455F, 16363-0D040
• Códigos Similares: Gate V2010451, Bosch 0130107290, MultiQualita MQ0144, DTA 0451
• Voltagem: 12V
• Potencia Watts: 180W / 80W (2 Velocidades)
• Diametro Helice Mm: 290 mm
• Numero Pas: 7 Pás Balanceadas
• Conector: 2 / 3 Pinos (Terminais de encaixe rápido)
• Sentido Fluxo: Aspirante
• Dimensoes Aprox Cm: 31 x 31 x 8.5
• Peso Gramas: 1520
• Padrao Fabricacao: Padrão Original Grupo VAG e Toyota
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Eletroventilador Ventoinha Auxiliar Radiador VW Fox Polo Golf Audi A3 Corolla Klaus Drift DK60451 (Klaüs Drift DK60451)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-014-AUT-AVL01006;Valvula VVT Solenoide HB20 Creta Cerato 1.6 AVL01006;349.9;1;Novo;Authomix;AVL01006;24355-03011;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Hyundai Creta (Attitude / Pulse / Prestige) — Motor 1.6 16V Gamma DOHC CVVT Flex (2016 a 2021)
• Hyundai HB20 / HB20S / HB20X (Comfort / Plus / Premium / R-Spec / Diamond) — Motor 1.0 12V 3 Cilindros Kappa / 1.6 16V Gamma DOHC CVVT Flex (2012 a 2019)
• Kia Cerato (EX / SX) — Motor 1.6 16V Gamma CVVT Gasolina / Flex (2009 a 2019)
• Kia Soul (EX) — Motor 1.6 16V Gamma CVVT Gasolina / Flex (2010 a 2019)


⚠️ ALERTAS DE COMPATIBILIDADE
• Recomenda-se realizar a troca de óleo e filtro do motor junto com a instalação da válvula VVT nova.
• Não compatível com motores Hyundai 2.0 Nu (Creta/ix35 2.0).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Authomix
• Código da Peça: AVL01006
• Código Original (OEM): 24355-03011, 24355-2B700, 24355-04000, 24355-2B600
• Códigos Similares: DS 2101, Gauss GS7006, Magneti Marelli VVT006, DPL DPL24355
• Voltagem: 12V
• Conector: 2 Pinos padrão original Hyundai/Kia
• Material: Corpo em aço usinado de precisão com carretel interno em liga micro-polida e bobina eletromagnética blindada
• Filtro: Micro-tela metálica integrada contra micro-impurezas do óleo do motor
• Dimensoes Aprox Cm: 12 x 5 x 4
• Peso Gramas: 210
• Padrao Fabricacao: Padrão de Precisão Hidráulica OEM Hyundai/Kia Motors
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Valvula Solenoide VVT de Comando Variavel Hyundai HB20 Creta Kia Cerato Soul 1.0 1.6 16V Authomix AVL01006 (Authomix AVL01006)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-015-BOS-0221504045;Bobina Ignicao Fiat Toro Argo Renegade 1.8 0221504045;289.9;1;Novo;Bosch;0221504045;55273432;12 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Argo (Precision / HGT / Trekking) — Motor 1.8 16V E.torQ EVO Flex Flex (2017 a 2021)
• Fiat Cronos (Precision / HGT) — Motor 1.8 16V E.torQ EVO Flex Flex (2018 a 2021)
• Fiat Toro (Freedom / Opening Edition / Endurance) — Motor 1.8 16V E.torQ EVO Flex Flex (2016 a 2022)
• Jeep Renegade (Sport / Longitude / Limited / Night Eagle) — Motor 1.8 16V E.torQ EVO Flex Flex (2015 a 2021)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não compatível com motores 1.0 e 1.3 Firefly.
• Não compatível com motores 1.6 e 1.8 E.torQ de 1ª geração (2010 a 2015 que utilizam bobina única de 4 saídas com cabos de vela).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Bosch
• Código da Peça: 0221504045
• Código Original (OEM): 55273432, 55246721, 68334460AA
• Códigos Similares: Bosch 0 221 504 045, Mopar 55273432, Magneti Marelli BI0080MM, Delphi GN10451, NGK U5045
• Voltagem: 12V
• Tensao Secundario Kv: 35 kV (Alta energia de centelha)
• Tipo Bobina: Individual tipo caneta / lápis (Coil-on-Plug - 1 bobina por cilindro)
• Conector: 3 Pinos (Alimentação, Pulso do Módulo e Terra)
• Material: Corpo moldado em resina epóxi de alta rigidez dielétrica e cachimbo em silicone isolante térmico
• Dimensoes Aprox Cm: 18 x 7 x 4
• Peso Gramas: 240
• Padrao Fabricacao: Padrão Genuíno Bosch / Stellantis
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Bobina de Ignicao Bosch Fiat Toro Argo Cronos Jeep Renegade 1.8 16V E.torQ 0221504045 (Bosch 0221504045)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 12 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-016-KOS-1272020;Chave Limpador Fox Gol G5 c/ Desembacador Kostal 1272020;245.9;1;Novo;Kostal;1272020;5Z0953503B;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Fox / CrossFox / SpaceFox / SpaceCross (City / Plus / Route / Prime / Highline) — Motor 1.0 8V / 1.6 8V Flex Gasolina / Flex (2003 a 2014)
• Volkswagen Gol (Trend / Power / Rallye (G5 e G6)) — Motor 1.0 8V / 1.6 8V Flex (2009 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos sem limpador traseiro.
• Não serve em Fox / Gol equipados com computador de bordo I-System na ponta da alavanca (Trip).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1272020
• Código Original (OEM): 5Z0953503B, 5Z0953503, 5Z0953503A
• Códigos Similares: Marília IM12720, Diretec DTC1272, Ospina 042272
• Voltagem: 12V
• Conector: Conector original VW de encaixe na carcaça da chave de coluna
• Funcoes Integradas: Limpador dianteiro com 2 velocidades e temporizador ajustável, Lavador do para-brisa dianteiro (esguicho), Limpador do vidro traseiro, Lavador do vidro traseiro, Interruptor do desembaçador do vidro traseiro
• Material: Termoplástico de alta resistência e contatos em liga de prata
• Dimensoes Aprox Cm: 20 x 8 x 6
• Peso Gramas: 210
• Padrao Fabricacao: Padrão Original Kostal / Linha de Montagem VW
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave do Limpador de Parabrisa Traseiro e Dianteiro com Desembacador Kostal VW Fox CrossFox SpaceFox Gol G5 G6 1272020 (Kostal 1272020)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-017-KOS-1819452;Chave Seta VW Gol Parati Voyage Quadrado Kostal 1819452;189.9;1;Novo;Kostal;1819452;32195351305;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol (Quadrado) (CL / GL / GTS / GTI / Star / Copa / 1000) — Motor 1.0 / 1.6 / 1.8 / 2.0 AP e CHT Gasolina / Álcool (1988 a 1996)
• Volkswagen Parati (Quadrada) (CL / GL / GLS / Surf / Club) — Motor 1.6 / 1.8 AP Gasolina / Álcool (1988 a 1996)
• Volkswagen Santana / Quantum (CS / CD / CG / GLS / GL) — Motor 1.8 / 2.0 AP Gasolina / Álcool (1984 a 1992)
• Volkswagen Saveiro (Quadrada) (CL / GL / Sunset / Summer) — Motor 1.6 / 1.8 AP Gasolina / Álcool (1988 a 1997)
• Volkswagen Voyage (Quadrado) (CL / GL / GLS / Sport) — Motor 1.6 / 1.8 AP Gasolina / Álcool (1988 a 1995)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em Fusca, Brasília e Variant (utilizam chave com carcaça redonda de ferro).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1819452
• Código Original (OEM): 32195351305, 321953513B, ZBA953513
• Códigos Similares: Marília IM12080, Diretec DTC1080, Ospina 042080
• Voltagem: 12V
• Funcoes Integradas: Comando de seta direita e esquerda, Retorno automático do pisca ao desesterçar o volante, Comutação de farol alto e farol baixo, Lampejador de farol (relâmpago)
• Conector: Terminais espada padrão chicote original VW clássico
• Dimensoes Aprox Cm: 19 x 7 x 6
• Peso Gramas: 190
• Padrao Fabricacao: Padrão Original Kostal Linha Clássicos VW
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta VW Gol Parati Voyage Saveiro Quadrado Santana Quantum Kostal 1819452 (Kostal 1819452)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-018-KOS-1473615;Chave Seta Palio Siena Strada c/ Trip Kostal 1473615;579.9;1;Novo;Kostal;1473615;100185357;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio (ELX / Attractive / Essence / Sporting (G3 e G4)) — Motor 1.0 / 1.4 / 1.8 8V Flex Flex (2008 a 2012)
• Fiat Palio Weekend (ELX / Trekking / Adventure Locker) — Motor 1.4 / 1.8 8V Flex / 1.6 16V E.torQ Flex (2009 a 2012)
• Fiat Siena (EL / ELX / HLX / Tetrafuel) — Motor 1.0 / 1.4 / 1.8 Flex / GNV (2008 a 2012)
• Fiat Strada (Trekking / Adventure Locker / Working) — Motor 1.4 / 1.8 8V Flex Flex (2009 a 2013)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em veículos com bolsa de airbag integrada no corpo da chave sem o devido transplante da cinta.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1473615
• Código Original (OEM): 100185357, 100190819, 100171245
• Códigos Similares: Marília IM12615, Diretec DTC1215, Ospina 042615
• Voltagem: 12V
• Funcoes Integradas: Comando de seta e farol alto/baixo com Follow Me Home, Limpador dianteiro com temporizador, Limpador e lavador do vidro traseiro, Interruptor do desembaçador térmico do vidro traseiro, Botão de comando do computador de bordo TRIP na ponta da alavanca, Interruptor de emergência (pisca-alerta integrado)
• Material: Carcaça em poliamida 6.6 com reforço de fibra e contatos em prata nobre
• Dimensoes Aprox Cm: 26 x 15 x 10
• Peso Gramas: 440
• Padrao Fabricacao: Original Kostal Linha Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Palio Siena Strada Weekend com Trip e Desembacador Kostal 1473615 (Kostal 1473615)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-019-KOS-1405200;Chave Seta Fiat Uno Mille Elba c/ Traseiro Kostal 1405200;389.9;1;Novo;Kostal;1405200;182547180;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Elba (CS / CSL / Top / Innocenti) — Motor 1.5 / 1.6 Gasolina / Álcool (1991 a 1996)
• Fiat Uno / Uno Mille (S / CS / SX / ELX / EP / EX / Smart / Eletronic) — Motor 1.0 / 1.3 / 1.5 / 1.6 Fiasa e Sevel Gasolina / Álcool (1991 a 2001)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em Uno sem limpador traseiro (utilizar Kostal 1405100 ou 1450065).
• Não serve em Novo Uno (Vivace / Way 2010 em diante).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1405200
• Código Original (OEM): 182547180, 7521876, 7521877
• Códigos Similares: Marília IM12090, Diretec DTC1090, Ospina 042090
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Comutador de farol alto, baixo e lampejador, Limpador do para-brisa dianteiro com 2 velocidades e temporizador, Limpador e lavador do vidro traseiro, Interruptor de emergência (pisca-alerta na coluna)
• Material: Polímero de engenharia com terminais em latão estanhado
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 360
• Padrao Fabricacao: Original Kostal Linha Fiat Clássica
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Uno Mille Elba com Limpador Traseiro Kostal 1405200 (Kostal 1405200)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-020-KOS-1450065;Chave Seta Fiat Uno Mille Fire Fiorino Kostal 1450065;389.9;1;Novo;Kostal;1450065;119142560;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Fiorino (Furgão / Pick-up / Fire) — Motor 1.3 8V Fire / 1.5 Fiasa Gasolina / Flex (1996 a 2013)
• Fiat Uno / Uno Mille (Fire / Fire Flex / Economy / Way) — Motor 1.0 8V Fire Flex Gasolina / Flex (2002 a 2013)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em versões que possuem limpador e lavador no vidro traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1450065
• Código Original (OEM): 119142560, 7082898, 46535384
• Códigos Similares: Marília IM12095, Diretec DTC1095, Ospina 042095
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto, farol baixo e lampejador, Limpador de para-brisa dianteiro com temporizador, Botão de pisca-alerta (emergência) no topo da carcaça, SEM comando de limpador traseiro
• Material: Termoplástico de alta durabilidade com terminais reforçados
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 350
• Padrao Fabricacao: Original Kostal Linha Fiat Fire
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Uno Mille Fire Economy Fiorino sem Limpador Traseiro Kostal 1450065 (Kostal 1450065)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-021-KOS-1450025;Chave Seta Palio Siena Strada s/ Traseiro Kostal 1450025;347.9;1;Novo;Kostal;1450025;182601780;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio (Young / ED / EDX / EL / Fire (G1 e G2)) — Motor 1.0 / 1.3 / 1.5 / 1.6 8V e 16V Gasolina / Álcool / Flex (1996 a 2006)
• Fiat Siena (EL / HL / ELX / Fire (G1 e G2)) — Motor 1.0 / 1.3 / 1.5 / 1.6 Gasolina / Álcool / Flex (1997 a 2006)
• Fiat Strada (Working / Trekking / Fire) — Motor 1.3 / 1.5 / 1.6 / 1.8 Gasolina / Flex (1998 a 2006)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos com limpador traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1450025
• Código Original (OEM): 182601780, 182743880, 735272635
• Códigos Similares: Marília IM12025, Diretec DTC1025, Ospina 042025
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Comutação farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Pisca-alerta integrado, SEM limpador traseiro
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 370
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Palio Siena Strada sem Limpador Traseiro Kostal 1450025 (Kostal 1450025)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-022-KOS-1405100;Chave Seta Uno Premio Fiorino Fiasa Kostal 1405100;409.9;1;Novo;Kostal;1405100;182547080;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Fiorino (Furgão / Pick-up / LX / Trekking) — Motor 1.5 / 1.6 Fiasa e Sevel Gasolina / Álcool (1994 a 2004)
• Fiat Prêmio (CS / CSL / S / SL) — Motor 1.3 / 1.5 / 1.6 Gasolina / Álcool (1994 a 1996)
• Fiat Uno / Uno Mille (S / CS / SX / Brio / Eletronic / ELX) — Motor 1.0 / 1.3 / 1.5 Fiasa Gasolina / Álcool (1994 a 2004)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em veículos com limpador traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1405100
• Código Original (OEM): 182547080, 7521875
• Códigos Similares: Marília IM12091, Diretec DTC1091, Ospina 042091
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejador, Limpador dianteiro com 2 velocidades e temporizador, Pisca-alerta na coluna, SEM limpador traseiro
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 345
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Uno Elba Premio Fiorino sem Limpador Traseiro Kostal 1405100 (Kostal 1405100)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
