SKU;Título;Preço;Quantidade;Condição;Marca;Modelo;Código universal de produto;Garantia;Tipo de garantia;Descrição
SKU-066-ART-160819;Farol Gol G6 Voyage Saveiro Mascara Negra LE Arteb 160819;600.0;1;Novo;Arteb;160819;5U1941007H;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G6 (Highline / Rallye / Comfortline / Trendline / Seleção) — Motor 1.0 8V / 1.6 8V EA111 Total Flex (2013 a 2016)
• Volkswagen Saveiro G6 (Cross / Trooper / Trendline / Startline) — Motor 1.6 8V EA111 / 1.6 16V MSI Total Flex (2013 a 2016)
• Volkswagen Voyage G6 (Highline / Comfortline / Evidence / Trendline) — Motor 1.0 8V / 1.6 8V EA111 Total Flex (2013 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• EXCLUSIVO GERAÇÃO 6 (2013 A 2016): Aplica-se ao Gol G6, Voyage G6 e Saveiro G6 de 2013 a 2016.
• NÃO SERVE EM GOL G5 (2008 A 2012): Grade, para-choque e desenho do farol incompatíveis.
• NÃO SERVE EM GOL G7 / G8 (2016 EM DIANTE): Incompatível com o modelo reestilizado G7.
• FOCO DUPLO: Utiliza lâmpadas H7 (baixo) e H1 (alto).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160819
• Código Original (OEM): 5U1941007H, 5U1941043H
• Códigos Similares: Orgus FA-183E, Fitam 21110E, Depo 441-11A2L
• Configuração De Foco: Foco Duplo Parabólico Independente (H7 Farol Baixo / H1 Farol Alto)
• Acabamento Da Máscara: Máscara Negra Esportiva Original (Black)
• Material Da Lente: Policarbonato Óptico com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado de Alta Densidade
• Sistema De Regulagem: Manual com suporte para atuador elétrico
• Encaixe De Lâmpadas: H7 (Baixo) / H1 (Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Montadora Volkswagen)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Voyage e Saveiro G6 Máscara Negra Foco Duplo Lado Esquerdo Arteb 160819 (Arteb 160819)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-067-FIT-FW64LEA;Farol Gol G2 Bola Parati Saveiro 95 a 99 LE Fitam FW64LEA;190.0;1;Novo;Fitam;FW64LEA;377941017;3 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G2 (Bola) (CL / GL / GLS / Plus / Star / Atlanta / Special) — Motor 1.0 CHT/AT / 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1995 a 1999)
• Volkswagen Parati G2 (CL / GL / GLS / Club) — Motor 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1996 a 1999)
• Volkswagen Saveiro G2 (CL / GL / Summer) — Motor 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1997 a 2000)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• APLICAÇÃO GOL G2 BOLA (1995 A 1999 / SPECIAL ATÉ 2005): Aplica-se ao Gol G2, Parati G2 (1996 a 1999) e Saveiro G2 (1997 a 2000).
• FOCO SIMPLES (H4): Modelo de foco simples com lâmpada H4.
• NÃO SERVE NO GOL G2 GTI 16V / TSI: Os modelos esportivos GTI/TSI utilizam farol de foco duplo com cúpula redonda.
• NÃO SERVE EM GOL G3 (1999 A 2005) NEM GOL G1 QUADRADO (1980 A 1994).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Fitam
• Código da Peça: FW64LEA
• Código Original (OEM): 377941017, 377941015, 377941005
• Códigos Similares: Orgus FA-150E, Arteb 160151, Cibié 042851
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Refletor Cromado Metalizado Clássico
• Material Da Lente: Vidro Cristal / Policarbonato Estriado de Alta Resistência
• Material Da Carcaça: Termoplástico Injetado de Alta Rigidez
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna)
• Padrão De Fabricação: Padrão de Reposição Premium Fitam
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Parati e Saveiro G2 Bola Foco Simples Lado Esquerdo Fitam FW64LEA (Fitam FW64LEA)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 3 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-068-FIT-FW64LDA;Farol Gol G2 Bola Parati Saveiro 95 a 99 LD Fitam FW64LDA;270.0;1;Novo;Fitam;FW64LDA;377941018;3 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G2 (Bola) (CL / GL / GLS / Plus / Star / Atlanta / Special) — Motor 1.0 CHT/AT / 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1995 a 1999)
• Volkswagen Parati G2 (CL / GL / GLS / Club) — Motor 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1996 a 1999)
• Volkswagen Saveiro G2 (CL / GL / Summer) — Motor 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1997 a 2000)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• APLICAÇÃO GOL G2 BOLA (1995 A 1999 / SPECIAL ATÉ 2005): Aplica-se ao Gol G2, Parati G2 (1996 a 1999) e Saveiro G2 (1997 a 2000).
• FOCO SIMPLES (H4): Modelo de foco simples com lâmpada H4.
• NÃO SERVE NO GOL G2 GTI 16V / TSI: Não serve nos modelos GTI/TSI com farol duplo.
• NÃO SERVE EM GOL G3 (1999 A 2005) NEM GOL G1 QUADRADO (1980 A 1994).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Fitam
• Código da Peça: FW64LDA
• Código Original (OEM): 377941018, 377941016, 377941006
• Códigos Similares: Orgus FA-150D, Arteb 160152, Cibié 042852
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Refletor Cromado Metalizado Clássico
• Material Da Lente: Vidro Cristal / Policarbonato Estriado de Alta Resistência
• Material Da Carcaça: Termoplástico Injetado de Alta Rigidez
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna)
• Padrão De Fabricação: Padrão de Reposição Premium Fitam
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Parati e Saveiro G2 Bola Foco Simples Lado Direito Fitam FW64LDA (Fitam FW64LDA)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 3 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-069-ART-160654;Farol Gol G4 Parati Saveiro Mascara Cromada LD Arteb 160654;330.0;1;Novo;Arteb;160654;5X0941008;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G4 (City / Plus / Power / Trend / Copa / Titan) — Motor 1.0 8V / 1.6 8V / 1.8 8V Total Flex Flex (2006 a 2014)
• Volkswagen Parati G4 (City / Plus / Track & Field / Surf) — Motor 1.6 / 1.8 Total Flex Flex (2006 a 2012)
• Volkswagen Saveiro G4 (City / Plus / Super Surf / Surf / Crossover) — Motor 1.6 / 1.8 Total Flex Flex (2006 a 2010)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO DIREITO (PASSAGEIRO): Farol dianteiro exclusivo do lado direito.
• EXCLUSIVO GERAÇÃO 4 (2006 A 2014): Aplica-se ao Gol G4 (2006 a 2014), Parati G4 (2006 a 2012) e Saveiro G4 (2006 a 2010).
• NÃO SERVE NO GOL G3 (1999 A 2005): O Gol G3 possui formato óptico e fixações diferentes.
• NÃO SERVE NO GOL G5 (2008 A 2012): A geração 5 utiliza carroceria e faróis de plataforma NF.
• FOCO SIMPLES H4: Utiliza lâmpada H4 no farol principal.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160654
• Código Original (OEM): 5X0941008, 5X0941016
• Códigos Similares: Orgus FA-160D, Fitam 21100D, Depo 441-1172R
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Máscara Cromada de Alto Brilho
• Material Da Lente: Policarbonato Óptico Liso com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Montadora Volkswagen)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Parati e Saveiro G4 Máscara Cromada Lado Direito Arteb 160654 (Arteb 160654)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-070-ART-160653;Farol Gol G4 Parati Saveiro Mascara Cromada LE Arteb 160653;330.0;1;Novo;Arteb;160653;5X0941007;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G4 (City / Plus / Power / Trend / Copa / Titan) — Motor 1.0 8V / 1.6 8V / 1.8 8V Total Flex Flex (2006 a 2014)
• Volkswagen Parati G4 (City / Plus / Track & Field / Surf) — Motor 1.6 / 1.8 Total Flex Flex (2006 a 2012)
• Volkswagen Saveiro G4 (City / Plus / Super Surf / Surf / Crossover) — Motor 1.6 / 1.8 Total Flex Flex (2006 a 2010)


⚠️ ALERTAS DE COMPATIBILIDADE
• LADO ESQUERDO (MOTORISTA): Farol dianteiro exclusivo do lado esquerdo.
• EXCLUSIVO GERAÇÃO 4 (2006 A 2014): Aplica-se ao Gol G4 (2006 a 2014), Parati G4 (2006 a 2012) e Saveiro G4 (2006 a 2010).
• NÃO SERVE NO GOL G3 (1999 A 2005): Encaixes e moldura frontal incompatíveis com a geração 3.
• NÃO SERVE NO GOL G5 (2008 A 2012): Incompatível com o Gol G5.
• FOCO SIMPLES H4: Utiliza lâmpada H4 no farol principal.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 160653
• Código Original (OEM): 5X0941007, 5X0941015
• Códigos Similares: Orgus FA-160E, Fitam 21100E, Depo 441-1172L
• Configuração De Foco: Foco Simples Parabólico (Lâmpada H4 Farol Baixo e Alto)
• Acabamento Da Máscara: Máscara Cromada de Alto Brilho
• Material Da Lente: Policarbonato Óptico Liso com Tratamento Anti-UV
• Material Da Carcaça: Polipropileno Reforçado Termorresistente
• Sistema De Regulagem: Manual
• Encaixe De Lâmpadas: H4 (Farol Baixo/Alto) / W5W (Lanterna) / PY21W (Pisca)
• Padrão De Fabricação: Padrão Original Arteb (Fornecedor Homologado Montadora Volkswagen)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol, Parati e Saveiro G4 Máscara Cromada Lado Esquerdo Arteb 160653 (Arteb 160653)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-071-ORG-5783500437;Farol Gol Parati Saveiro 91 A 96 Chinesinho Vidro LD Orgus;140.0;1;Novo;Orgus;5783500437;3059410182;3 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol Quadrado (G1) (CL / GL / GTS / GTI / Star) — Motor 1.6 CHT / 1.6 1.8 2.0 AP Gasolina / Álcool (1991 a 1996)
• Volkswagen Parati Quadrada (G1) (CL / GL / GLS / Club / Plus) — Motor 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1991 a 1995)
• Volkswagen Saveiro Quadrada (G1) (CL / GL / Summer / Sunset) — Motor 1.6 / 1.8 / 2.0 AP Gasolina / Álcool (1991 a 1997)
• Volkswagen Voyage Quadrado (G1) (CL / GL / GLS / Special / Sport) — Motor 1.6 / 1.8 AP Gasolina / Álcool (1991 a 1995)


⚠️ ALERTAS DE COMPATIBILIDADE
• Exclusivo para Gol, Parati, Saveiro e Voyage Quadrados modelo 'Chinesinho' (1991 a 1996/1997 com farol pequeno).
• Lente de Vidro Autêntica de alta durabilidade.
• Lado Direito (Passageiro).
• NÃO serve no Gol Bola G2 (1995 em diante).
• NÃO serve na linha Gol Quadrado de 1980 a 1990 (Frente Alta / Farol Grande).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Orgus
• Código da Peça: 5783500437
• Código Original (OEM): 3059410182, 3059410161
• Códigos Similares: Arteb 160114, Cibié 042452, Fortluz 114D, Nino F-62D
• Tipo Foco: Foco Simples Quadrado
• Material Lente: Vidro Cristal Estriado Pesado
• Encaixe Lampada: H4
• Lado: Direito (Passageiro)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol Parati Saveiro Voyage Quadrado Lente Vidro Lado Direito Orgus 5783500437 (Orgus 5783500437)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 3 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-072-ART-0160712;Farol Gol Voyage Saveiro G5 Foco Duplo Masc Negra LD Arteb;400.0;1;Novo;Arteb;0160712;5U1941008B;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Gol G5 (Power / Rallye / Trend / Seleção) — Motor 1.0 / 1.6 8V EA111 VHT Flex (2008 a 2012)
• Volkswagen Saveiro G5 (Cross / Trooper / Trend / CE / CD) — Motor 1.6 8V EA111 VHT Flex (2009 a 2013)
• Volkswagen Voyage G5 (Comfortline / Trend / Highline) — Motor 1.0 / 1.6 8V EA111 VHT Flex (2008 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Exclusivo para Gol G5, Voyage G5 e Saveiro G5 (2008 a 2012/2013) com Foco Duplo Máscara Negra.
• Lado Direito (Passageiro).
• Lâmpadas H7 (Farol Baixo) e H1 (Farol Alto).
• NÃO serve no Gol/Saveiro/Voyage G4 (2006 a 2014).
• NÃO serve no Gol/Saveiro/Voyage G6 (2012 a 2016).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 0160712
• Código Original (OEM): 5U1941008B, 5U1941044C
• Códigos Similares: Orgus FA-167D, Fitam 21105D, Depo 441-1186R, TYC 20-12003-05-2
• Tipo Foco: Foco Duplo Máscara Negra
• Material Lente: Policarbonato com Proteção Anti-UV
• Encaixe Lampada: H7 (Farol Baixo) / H1 (Farol Alto)
• Lado: Direito (Passageiro)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Volkswagen Gol Voyage Saveiro G5 Foco Duplo Máscara Negra Lado Direito Arteb 0160712 (Arteb 0160712)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-073-ART-0160817;Farol Astra 2003 a 2012 Foco Duplo LE Cromado Arteb 0160817;680.0;1;Novo;Arteb;0160817;93356075;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Astra Hatch (Advantage / Elegance / Elite / SS / Comfort) — Motor 2.0 8V Flexpower / 2.0 16V Flex / Gasolina (2003 a 2012)
• Chevrolet Astra Sedan (Comfort / Elegance / Elite / Advantage) — Motor 1.8 / 2.0 8V Flexpower Flex / Gasolina (2003 a 2011)


⚠️ ALERTAS DE COMPATIBILIDADE
• Compatível com Chevrolet Astra Hatch e Sedan modelos 2003 a 2012 (Geração 2 / Locomotiva).
• Lado Esquerdo (Motorista).
• Lâmpadas H7 (Farol Baixo) e H1 (Farol Alto).
• NÃO serve no Astra G1 (1998 a 2002 - modelo Bélgica / frente antiga).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Arteb
• Código da Peça: 0160817
• Código Original (OEM): 93356075, 93356077
• Códigos Similares: Orgus FA-181E, Depo 215-1178L, TYC 20-6540-05-2, Fitam 21104E
• Tipo Foco: Foco Duplo Máscara Cromada
• Material Lente: Policarbonato UV Alta Resistência
• Encaixe Lampada: H7 (Farol Baixo) / H1 (Farol Alto)
• Lado: Esquerdo (Motorista)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol Chevrolet Astra Máscara Cromada Foco Duplo Lado Esquerdo Arteb 0160817 (Arteb 0160817)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-074-AUT-AL696;Farol Barra LED Auxiliar Milha 12V 24V 27W Autopoli AL696;90.0;1;Novo;Autopoli;AL696;UNIVERSAL-LED-12V-24V;3 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Universal Carros, Pick-ups, Caminhões, Barcos e Tratores (Todos os veículos 12V / 24V) — Motor Universal Todos (1980 a 2026)


⚠️ ALERTAS DE COMPATIBILIDADE
• Aplicação Universal em veículos 12V ou 24V (Carros, Pick-ups, Caminhões, Jeeps, Quadriciclos, Barcos e Tratores).
• Acompanha suporte metálico e parafusos de fixação em aço inox.
• Uso ideal como farol de milha auxiliar, trabalho, neblina ou expedição off-road.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Autopoli
• Código da Peça: AL696
• Código Original (OEM): UNIVERSAL-LED-12V-24V
• Códigos Similares: Tarponx T-LED27, DNI DNI4140, Tech One LED-27W, Shocklight SL-27W
• Potencia: 27W (9x LEDs de Alta Intensidade)
• Voltagem: 12V / 24V Bivolt Automático (9V a 32V DC)
• Temperatura Cor: 6000K Branco Frio
• Grau Protecao: IP67 À prova de poeira e água
• Material Carcaca: Alumínio Naval Fundido com Dissipador
• Material Lente: Policarbonato de Alto Impacto
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol LED Auxiliar Milha Barra de Led Universal 12V/24V 9 LEDs Autopoli AL696 (Autopoli AL696)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 3 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-075-VOL-1T0941700F;Farol Milha Polo Golf G4.5 Jetta Variant LD HB4 1T0941700F;140.0;1;Novo;Volkswagen / Magneti Marelli;1T0941700F;1T0941700F;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Volkswagen Golf G4.5 (Sportline) (Sportline / Limited Edition / Black Edition / GT) — Motor 1.6 8V / 2.0 8V Total Flex / 1.8 Turbo Flex / Gasolina (2008 a 2014)
• Volkswagen Jetta Variant (2.5 20V 170cv) — Motor 2.5 5 Cilindros 20V Gasolina (2008 a 2010)
• Volkswagen Polo Hatch / Sedan (Comfortline / Sportline / GT / Bluemotion) — Motor 1.6 / 2.0 8V Total Flex Flex (2007 a 2014)
• Volkswagen Touran / Caddy (Trendline / Highline) — Motor 1.6 / 2.0 TDI / FSI Gasolina / Diesel (2006 a 2010)


⚠️ ALERTAS DE COMPATIBILIDADE
• Compatível com VW Polo Hatch/Sedan (2007 a 2014), Golf G4.5 Sportline/Black Edition (2008 a 2014) e Jetta Variant (2008 a 2010).
• Lado Direito (Passageiro).
• Utiliza lâmpada padrão HB4 (9006).
• NÃO serve no Golf G4 (1999 a 2007 - farol de milha embutido no farol principal).
• NÃO serve no Polo 2002 a 2006 (frente de 4 faróis redondos pequenos).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Volkswagen / Magneti Marelli
• Código da Peça: 1T0941700F
• Código Original (OEM): 1T0941700F, 1T0941700C, 1T0941700G, 1T0941700H
• Códigos Similares: Magneti Marelli LLD021, Depo 441-2027R, TYC 19-0639-01-2, Hella 1N0271022-021, Arteb 0160862
• Tipo Foco: Lente de Vidro Lisa com Refletor Parabólico
• Material Lente: Vidro Cristal Temperado
• Encaixe Lampada: HB4 (9006)
• Lado: Direito (Passageiro)
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Farol de Milha Neblina Volkswagen Polo Golf Jetta Touran Lado Direito Original 1T0941700F (Volkswagen / Magneti Marelli 1T0941700F)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
